"clean_addr","coun_dist","shape_area","shape_leng","type","type_clean","mobile","HIV","kosher","halal","program","address","boro","zip_code","days","snap_activity","coords","bbl","lon","lat","multiple","number","clean_prgm","type1","type_clean1","program1","mobile1","HIV1","kosher1","halal1","snap_activity1","type2","type_clean2","program2","mobile2","HIV2","kosher2","halal2","snap_activity2","type3","type_clean3","program3","mobile3","HIV3","kosher3","halal3","snap_activity3","types"
"836 CLASSON AVE",35,81510738.8638,57126.6362875,"FP","Food Pantry","No","No","No","No","CHURCH OF GOD FEEDING THE HUNGRY","836 CLASSON AVE","BROOKLYN",11238,"THUR","HRA provides SNAP outreach materials for distribution and posting","-73.961192,40.67242",3011770038,-73.961192,40.67242,"Food Pantry",1,"CHURCH OF GOD FEEDING THE HUNGRY","FP","Food Pantry","CHURCH OF GOD FEEDING THE HUNGRY","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"86-07 35TH AVENUE",25,63560955.6729,44473.2123008,"SK","Soup Kitchen","No","No","No","No","THE SALVATION ARMY TEMPLE CORP.","86-07 35TH AVENUE","QUEENS",11372,"MON-FRI","HRA provides SNAP outreach materials  for distribution and posting","-73.880669,40.752436",4014470035,-73.880669,40.752436,"Multiple Programs",2,"THE SALVATION ARMY TEMPLE CORP.","SK","Soup Kitchen","THE SALVATION ARMY TEMPLE CORP.","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting","FP","Food Pantry","THE SALVATION ARMY QUEENS TEMPLE CORP","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Soup Kitchen, Food Pantry"
"86-07 35TH AVENUE",25,63560955.6729,44473.2123008,"FP","Food Pantry","No","No","No","No","THE SALVATION ARMY QUEENS TEMPLE CORP","86-07 35TH AVENUE","QUEENS",11372,"WED","HRA provides SNAP outreach materials  for distribution and posting","-73.880669,40.752436",4014470035,-73.880669,40.752436,"Multiple Programs",2,"THE SALVATION ARMY TEMPLE CORP.","SK","Soup Kitchen","THE SALVATION ARMY TEMPLE CORP.","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting","FP","Food Pantry","THE SALVATION ARMY QUEENS TEMPLE CORP","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Soup Kitchen, Food Pantry"
"86-76 80TH STREET",30,253660861.07,96574.7947989,"FP","Food Pantry","No","No","No","No","ALL NATIONS BAPTIST CHURCH OF WOODHAVEN","86-76 80TH STREET","QUEENS",11421,"SAT","HRA provides SNAP outreach materials for distribution and posting","-73.862315,40.691522",4089140022,-73.862315,40.691522,"Food Pantry",1,"ALL NATIONS BAPTIST CHURCH OF WOODHAVEN","FP","Food Pantry","ALL NATIONS BAPTIST CHURCH OF WOODHAVEN","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"862 GLENMORE AVE",37,98292390.5272,65461.0111019,"FP","Food Pantry","No","No","No","No","ISAIAH'S TEMPLE OF MT. HOPE","862 GLENMORE AVE","BROOKLYN",11208,"THUR","HRA provides SNAP outreash materials for distribution and posting","-73.878158,40.675607",3040080013,-73.878158,40.675607,"Multiple Programs",2,"ISAIAH'S TEMPLE OF MT. HOPE","FP","Food Pantry","ISAIAH'S TEMPLE OF MT. HOPE","No","No","No","No","HRA provides SNAP outreash materials for distribution and posting","SK","Soup Kitchen","ISAIAH'S TEMPLE OF MT. HOPE","No","No","No","No","HRA provides SNAP outreash materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"862 GLENMORE AVE",37,98292390.5272,65461.0111019,"SK","Soup Kitchen","No","No","No","No","ISAIAH'S TEMPLE OF MT. HOPE","862 GLENMORE AVE","BROOKLYN",11208,"TUE,THUR","HRA provides SNAP outreash materials for distribution and posting","-73.878158,40.675607",3040080013,-73.878158,40.675607,"Multiple Programs",2,"ISAIAH'S TEMPLE OF MT. HOPE","FP","Food Pantry","ISAIAH'S TEMPLE OF MT. HOPE","No","No","No","No","HRA provides SNAP outreash materials for distribution and posting","SK","Soup Kitchen","ISAIAH'S TEMPLE OF MT. HOPE","No","No","No","No","HRA provides SNAP outreash materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"8635 21ST AVE",47,125420269.357,99670.2305211,"FPK","Food Pantry","No","No","Yes","No","BENSONHURST COUNCIL OF JEWISH ORGANIZATIONS","8635 21ST AVE","BROOKLYN",11214,"TUE","On site SNAP application assistance/ HRA coordinates  with Met Council","-73.996598,40.60238",3063780019,-73.996598,40.60238,"Food Pantry",1,"BENSONHURST COUNCIL OF JEWISH ORGANIZATIONS","FPK","Food Pantry","BENSONHURST COUNCIL OF JEWISH ORGANIZATIONS","No","No","Yes","No","On site SNAP application assistance/ HRA coordinates  with Met Council",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"87-47 111TH STREET",28,243582123.793,115755.295075,"FP","Food Pantry","No","No","No","No","ELOHIM COMMUNITY DEVELOPMENT & OUTREACH INC","87-47 111TH STREET, RICHMOND HILLS","QUEENS",11418,"FRI","HRA provides SNAP outreach materials for distribution and posting","-73.836162,40.69564",4093010024,-73.836162,40.69564,"Food Pantry",1,"ELOHIM COMMUNITY DEVELOPMENT & OUTREACH INC","FP","Food Pantry","ELOHIM COMMUNITY DEVELOPMENT & OUTREACH INC","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"870 EAST 163RD STREET",17,135053206.029,120620.696712,"FP","Food Pantry","No","No","No","No","RESURRECTION AND LIFE PENTECOSTAL CHURCH","870 EAST 163RD STREET","BRONX",10459,"TUE/SAT/SUN","HRA provides SNAP outreach materials  for distribution and posting","-73.899293,40.821502",2026900080,-73.899293,40.821502,"Food Pantry",1,"RESURRECTION AND LIFE PENTECOSTAL CHURCH","FP","Food Pantry","RESURRECTION AND LIFE PENTECOSTAL CHURCH","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"874 MYRTLE AVENUE",36,76221712.333,42153.1812083,"FP","Food Pantry","No","No","No","No","ST. STEPHEN OUTREACH COMMUNITY DEVELOPMENT CORPORATION","874 MYRTLE AVENUE","BROOKLYN",11206,"WED,FRI","HRA provides SNAP outreach materials for distribution and posting","-73.947118,40.695373",3017550032,-73.947118,40.695373,"Multiple Programs",2,"ST. STEPHEN OUTREACH COMMUNITY DEVELOPMENT CORPORATION","FP","Food Pantry","ST. STEPHEN OUTREACH COMMUNITY DEVELOPMENT CORPORATION","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting","SK","Soup Kitchen","ST. STEPHEN OUTREACH COMMUNITY DEVELOPMENT CORPORATION","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"874 MYRTLE AVENUE",36,76221712.333,42153.1812083,"SK","Soup Kitchen","No","No","No","No","ST. STEPHEN OUTREACH COMMUNITY DEVELOPMENT CORPORATION","874 MYRTLE AVENUE","BROOKLYN",11206,"TUE-FRI","HRA provides SNAP outreach materials for distribution and posting","-73.947118,40.695373",3017550032,-73.947118,40.695373,"Multiple Programs",2,"ST. STEPHEN OUTREACH COMMUNITY DEVELOPMENT CORPORATION","FP","Food Pantry","ST. STEPHEN OUTREACH COMMUNITY DEVELOPMENT CORPORATION","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting","SK","Soup Kitchen","ST. STEPHEN OUTREACH COMMUNITY DEVELOPMENT CORPORATION","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"88-28 161 STREET",24,185571983.632,62160.8446181,"FP","Food Pantry","No","No","No","No","JAMAICA HISPANIC SDA CHURCH","88-28 161 STREET","QUEENS",11432,"SUN","On site SNAP prescreening services/refers applicants to FBNYC TEN site for application assistance (vendor contracted by HRA)","-73.800898,40.707321",4097640075,-73.800898,40.707321,"Food Pantry",1,"JAMAICA HISPANIC SDA CHURCH","FP","Food Pantry","JAMAICA HISPANIC SDA CHURCH","No","No","No","No","On site SNAP prescreening services/refers applicants to FBNYC TEN site for application assistance (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"88-28 163 STREET",24,185571983.632,62160.8446181,"FP","Food Pantry","No","No","No","No","JAMAICA SEVENTH DAY ADVENTIST CHURCH","88-28 163 STREET","QUEENS",11432,"SUN","On site SNAP prescreening and application assistance/ FBNYC TEN site (vendor contracted by HRA)","-73.799132,40.70787",4097680044,-73.799132,40.70787,"Food Pantry",1,"JAMAICA SEVENTH DAY ADVENTIST CHURCH","FP","Food Pantry","JAMAICA SEVENTH DAY ADVENTIST CHURCH","No","No","No","No","On site SNAP prescreening and application assistance/ FBNYC TEN site (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"884 EAST 163RD STREET",17,135053206.029,120620.696712,"FP","Food Pantry","No","No","No","No","THE RESOURCE CENTER FOR COMMUNITY DEVELOPMENT INC","884 EAST 163RD STREET","BRONX",10459,"WED/THUR","SNAP outreach services provided by on site staff","-73.898525,40.820731",2026960095,-73.898525,40.820731,"Food Pantry",1,"THE RESOURCE CENTER FOR COMMUNITY DEVELOPMENT INC","FP","Food Pantry","THE RESOURCE CENTER FOR COMMUNITY DEVELOPMENT INC","No","No","No","No","SNAP outreach services provided by on site staff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"885 THOMAS BOYLAND STREET",42,200830591.527,228408.992685,"FP","Food Pantry","No","No","No","No","NEW LIFE SDA CHURCH","885-87 THOMAS BOYLAND STREET","BROOKLYN",11212,"SUN/MON/TUE","HRA provides SNAP outreach materia for distribution and posting. SNAP outreach conducted by on site staff member.","-73.910505,40.658697",3036120024,-73.910505,40.658697,"Food Pantry",1,"NEW LIFE SDA CHURCH","FP","Food Pantry","NEW LIFE SDA CHURCH","No","No","No","No","HRA provides SNAP outreach materia for distribution and posting. SNAP outreach conducted by on site staff member.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"89 WEST 166TH STREET",16,57831138.393,70414.2736417,"SK","Soup Kitchen","No","No","No","No","WOODYCREST UNITED METHODIST CHURCH","89 WEST 166TH STREET","BRONX",10452,"WED","HRA provides SNAP outreach materials for distribution and posting","-73.926513,40.83537",2025130038,-73.926513,40.83537,"Soup Kitchen",1,"WOODYCREST UNITED METHODIST CHURCH","SK","Soup Kitchen","WOODYCREST UNITED METHODIST CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soup Kitchen"
"89-11 LEFFERTS BLVD",29,120090350.741,57718.2862943,"FP","Food Pantry","No","No","No","No","RIVER FUND","89-11 LEFFERTS BLVD (RICHMOND HILL)","QUEENS",11418,"SAT","HRA provides SNAP outreach materials  for distribution and posting","-73.829137,40.69699",4093460047,-73.829137,40.69699,"Multiple Programs",2,"RIVER FUND","FP","Food Pantry","RIVER FUND","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting","FPM","Food Pantry Mobile","RIVER FUND","Yes","No","No","Yes","HRA maintains oversight for a SNAP POS site:  SNAP prescreening and electronci submission of SNAP applications and documents/ SNAP recertification services/ EASY ACCESS (for SNAP documents) site",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Food Pantry Mobile"
"89-11 LEFFERTS BLVD",29,120090350.741,57718.2862943,"FPM","Food Pantry","Yes","No","No","No","RIVER FUND","89-11 LEFFERTS BLVD","QUEENS",11418,"TUE (1,3)","HRA maintains oversight for a SNAP POS site:  SNAP prescreening and electronci submission of SNAP applications and documents/ SNAP recertification services/ EASY ACCESS (for SNAP documents) site","-73.829137,40.69699",4093460047,-73.829137,40.69699,"Multiple Programs",2,"RIVER FUND","FP","Food Pantry","RIVER FUND","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting","FPM","Food Pantry Mobile","RIVER FUND","Yes","No","No","Yes","HRA maintains oversight for a SNAP POS site:  SNAP prescreening and electronci submission of SNAP applications and documents/ SNAP recertification services/ EASY ACCESS (for SNAP documents) site",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Food Pantry Mobile"
"89-17 139TH STREET",24,185571983.632,62160.8446181,"FP","Food Pantry","No","No","No","No","JESUS IS THE ANSWER - J.I.T.A. COMMUNITY OUTREACH","89-17 139TH STREET","QUEENS",11435,"TUE, SAT","HRA provides SNAP outreach materials for distribution and posting","-73.812641,40.702169",4099760030,-73.812641,40.702169,"Food Pantry",1,"JESUS IS THE ANSWER - J.I.T.A. COMMUNITY OUTREACH","FP","Food Pantry","JESUS IS THE ANSWER - J.I.T.A. COMMUNITY OUTREACH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"89-60 164TH STREET",24,185571983.632,62160.8446181,"FP","Food Pantry","No","No","No","No","FIRST PRESBYTERIAN CHURCH OF JAMAICA","89-60 164TH STREET","QUEENS",11432,"TUE/4TH SAT","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","-73.796654,40.705783",4097930086,-73.796654,40.705783,"Multiple Programs",2,"FIRST PRESBYTERIAN CHURCH OF JAMAICA","FP","Food Pantry","FIRST PRESBYTERIAN CHURCH OF JAMAICA","No","No","No","No","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","SK","Soup Kitchen","FIRST PRESBYTERIAN CHURCH OF JAMAICA","No","No","No","No","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"89-60 164TH STREET",24,185571983.632,62160.8446181,"SK","Soup Kitchen","No","No","No","No","FIRST PRESBYTERIAN CHURCH OF JAMAICA","89-60 164TH STREET","QUEENS",11432,"WED","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","-73.796654,40.705783",4097930086,-73.796654,40.705783,"Multiple Programs",2,"FIRST PRESBYTERIAN CHURCH OF JAMAICA","FP","Food Pantry","FIRST PRESBYTERIAN CHURCH OF JAMAICA","No","No","No","No","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","SK","Soup Kitchen","FIRST PRESBYTERIAN CHURCH OF JAMAICA","No","No","No","No","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"896 CENTRAL AVENUE",31,436682690.776,433258.983326,"FP","Food Pantry","No","No","No","No","FIRST PRESBYTERIAN RUSSELL SAGE MEMORIAL CHURCH OF FAR ROCKAWAY","896 CENTRAL AVENUE (FAR ROCKAWAY)","QUEENS",11691,"SAT","HRA provides SNAP outreach materials for distribution and posting","-73.747337,40.609651",4155060001,-73.747337,40.609651,"Food Pantry",1,"FIRST PRESBYTERIAN RUSSELL SAGE MEMORIAL CHURCH OF FAR ROCKAWAY","FP","Food Pantry","FIRST PRESBYTERIAN RUSSELL SAGE MEMORIAL CHURCH OF FAR ROCKAWAY","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"899 MONTGOMERY STREET",35,81510738.8638,57126.6362875,"FPK","Food Pantry","No","No","Yes","No","CROWN HEIGHTS JEWISH COMMUNITY COUNCIL","899 MONTGOMERY STREET","BROOKLYN",11213,"WED","On site SNAP prescreening and application assistance","-73.934987,40.664761",3014180049,-73.934987,40.664761,"Food Pantry",1,"CROWN HEIGHTS JEWISH COMMUNITY COUNCIL","FPK","Food Pantry","CROWN HEIGHTS JEWISH COMMUNITY COUNCIL","No","No","Yes","No","On site SNAP prescreening and application assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"9-18 27TH AVENUE",22,143879375.948,90246.1586774,"FP","Food Pantry","No","No","No","No","ST. MARGARET MARY CHURCH","9-18 27TH AVENUE","QUEENS",11102,"TUE,WED,FRI","HRA provides SNAP outreach materials for distribution and posting","-73.930653,40.773481",4005100006,-73.930653,40.773481,"Food Pantry",1,"ST. MARGARET MARY CHURCH","FP","Food Pantry","ST. MARGARET MARY CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"90 SUMMIT STREET",39,116496927.91,73679.7115105,"FP","Food Pantry","No","No","No","No","MOVEMENT OF PENTECOSTAL CHRISTIAN CHURCH","90-92 SUMMIT STREET","BROOKLYN",11231,"SUN","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)","-74.003612,40.682054",3003580012,-74.003612,40.682054,"Food Pantry",1,"MOVEMENT OF PENTECOSTAL CHRISTIAN CHURCH","FP","Food Pantry","MOVEMENT OF PENTECOSTAL CHRISTIAN CHURCH","No","No","No","No","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"90-07 MERRICK BLVD",27,221755997.048,82516.6550754,"FP","Food Pantry","No","No","No","No","TABERNACLE OF PRAYER","90-07 MERRICK BLVD","QUEENS",11432,"FRI","HRA provides SNAP outreach materials for distribution and posting","-73.794362,40.706884",4097960053,-73.794362,40.706884,"Food Pantry",1,"TABERNACLE OF PRAYER","FP","Food Pantry","TABERNACLE OF PRAYER","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"90-23 161ST STREET",24,185571983.632,62160.8446181,"FP","Food Pantry","No","No","No","No","THE SALVATION ARMY JAMAICA CITADEL CORPS","90-23 161ST STREET","QUEENS",11432,"THUR","HRA provides SNAP outreach materials  for distribution and posting","-73.798707,40.704857",4097600013,-73.798707,40.704857,"Multiple Programs",2,"THE SALVATION ARMY JAMAICA CITADEL CORPS","FP","Food Pantry","THE SALVATION ARMY JAMAICA CITADEL CORPS","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting","SK","Soup Kitchen","THE SALVATION ARMY JAMAICA CITADEL CORPS","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"90-23 161ST STREET",24,185571983.632,62160.8446181,"SK","Soup Kitchen","No","No","No","No","THE SALVATION ARMY JAMAICA CITADEL CORPS","90-23 161ST STREET","QUEENS",11432,"MON-WED","HRA provides SNAP outreach materials  for distribution and posting","-73.798707,40.704857",4097600013,-73.798707,40.704857,"Multiple Programs",2,"THE SALVATION ARMY JAMAICA CITADEL CORPS","FP","Food Pantry","THE SALVATION ARMY JAMAICA CITADEL CORPS","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting","SK","Soup Kitchen","THE SALVATION ARMY JAMAICA CITADEL CORPS","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"900 RICHMOND ROAD",50,638693652.337,185286.448335,"FP","Food Pantry","No","No","No","No","CHRISTIAN PENTACOSTAL CHURCH","900 RICHMOND ROAD","STATEN ISLAND",10304,"TUE/WED","HRA provides SNAP outreach materials for distribution and posting","-74.09201,40.604843",5031680039,-74.09201,40.604843,"Food Pantry",1,"CHRISTIAN PENTACOSTAL CHURCH","FP","Food Pantry","CHRISTIAN PENTACOSTAL CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"901 EAST TREMONT AVE",17,135053206.029,120620.696712,"FP","Food Pantry","No","No","No","No","THE FLOW KINGDOM MINISTRIES","901 EAST TREMONT AVE","BRONX",10469,"MON","HRA provides SNAP outreach materials for distribution and posting","-73.884395,40.842373",2031210033,-73.884395,40.842373,"Food Pantry",1,"THE FLOW KINGDOM MINISTRIES","FP","Food Pantry","THE FLOW KINGDOM MINISTRIES","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"91 CLAREMONT AVE",7,51409604.832,50140.2042375,"FP","Food Pantry","No","No","No","No","RIVERSIDE CHURCH FOOD PANTRY","91 CLAREMONT AVE @ 120TH STREET","MANHATTAN",10027,"TUE-FRI","SNAP outreach conducted by organization","-73.962564,40.811979",1019910031,-73.962564,40.811979,"Food Pantry",1,"RIVERSIDE CHURCH FOOD PANTRY","FP","Food Pantry","RIVERSIDE CHURCH FOOD PANTRY","No","No","No","No","SNAP outreach conducted by organization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"91-19 191 STREET",27,221755997.048,82516.6550754,"FP","Food Pantry","No","No","No","No","BERACA SEVENTH DAY ADVENTIST CHURCH","91-19 191 STREET","QUEENS",11423,"WED","SNAP services provided by outside organization","-73.767972,40.712058",4108200023,-73.767972,40.712058,"Food Pantry",1,"BERACA SEVENTH DAY ADVENTIST CHURCH","FP","Food Pantry","BERACA SEVENTH DAY ADVENTIST CHURCH","No","No","No","No","SNAP services provided by outside organization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
